company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
BTD Manufacturing,Manufacturing,Metal Fabrication,Private,"Very Large (1,000-4,999)",Sheet Metal Fabricator,"Work as a Sheet Metal Fabricator at BTD Manufacturing, contributing to Manufacturing industry operations and growth.","Industry Knowledge, Communication, Problem Solving, Teamwork",,Remote/Not Specified,32000,48000,True,1
BTD Manufacturing,Manufacturing,Metal Fabrication,Private,"Very Large (1,000-4,999)",Production Scheduler,"Work as a Production Scheduler at BTD Manufacturing, contributing to Manufacturing industry operations and growth.","Industry Knowledge, Communication, Problem Solving, Teamwork",,Remote/Not Specified,45000,65000,True,3
BTD Manufacturing,Manufacturing,Metal Fabrication,Private,"Very Large (1,000-4,999)",Maintenance Technician,"Work as a Maintenance Technician at BTD Manufacturing, contributing to Manufacturing industry operations and growth.","Industry Knowledge, Communication, Problem Solving, Teamwork",,Remote/Not Specified,42000,62000,True,4
BTD Manufacturing,Manufacturing,Metal Fabrication,Private,"Very Large (1,000-4,999)",Quality Manager,"Work as a Quality Manager at BTD Manufacturing, contributing to Manufacturing industry operations and growth.","Leadership, Management, Strategic Planning, Communication, Problem Solving, Teamwork",,Remote/Not Specified,75000,100000,True,7
BTD Manufacturing,Manufacturing,Metal Fabrication,Private,"Very Large (1,000-4,999)",Operations Director,"Work as a Operations Director at BTD Manufacturing, contributing to Manufacturing industry operations and growth.","Industry Knowledge, Communication, Problem Solving, Teamwork",,Remote/Not Specified,110000,150000,True,10
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Process Engineer,Optimize injection molding processes and implement process improvements,"Injection Molding, Lean Manufacturing, Process Optimization","Six Sigma, AutoCAD","Evansville, IN",75000,95000,True,3
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Production Supervisor,Oversee daily production operations and team management,"Manufacturing, Team Leadership, Quality Control","Lean Manufacturing, Safety Management","Charlotte, NC",60000,80000,False,2
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Quality Control Technician,Perform quality testing on plastic products and materials,"Quality Control, Testing Equipment, Documentation","ISO 9001, Statistical Analysis","Dallas, TX",45000,60000,False,0
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Plant Manager,Overall responsibility for plant operations and performance,"Operations Management, P&L, Team Leadership","Six Sigma Black Belt, MBA","Chicago, IL",130000,180000,True,10
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Maintenance Technician,Perform preventive maintenance on production equipment,"Mechanical, Electrical, Troubleshooting","PLC, Welding","Atlanta, GA",45000,65000,False,1
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",R&D Engineer,Develop new plastic products and materials,"Polymer Science, Product Development, Lab Testing","Patent Experience, Project Management","Evansville, IN",85000,120000,True,5
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Supply Chain Manager,Manage procurement and logistics operations,"Supply Chain, Vendor Management, ERP Systems","APICS Certification, Six Sigma","Charlotte, NC",90000,130000,True,7
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Sales Engineer,Provide technical sales support for plastic packaging products,"Technical Sales, Plastics Industry, Customer Relations","AutoCAD, Project Management","Los Angeles, CA",75000,110000,False,3
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",VP of Operations,Lead manufacturing operations across multiple facilities,"Operations Leadership, Strategic Planning, P&L Management","MBA, International Experience","Evansville, IN",200000,300000,True,15
Berry Global Group,Manufacturing,Plastics,Public,"Enterprise (5,000+)",Environmental Health & Safety Manager,Manage facility safety and environmental compliance,"OSHA Regulations, Safety Management, Environmental Compliance","CSP Certification, ISO 14001","Dallas, TX",85000,120000,False,5
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Petroleum Engineer,"Design and optimize oil and gas extraction processes, evaluate reservoir performance","Reservoir engineering, Petrel, Eclipse, Well planning","Python, Machine learning, Project management","Houston, TX",95000,150000,True,3
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Process Safety Engineer,Develop and implement process safety management systems for refineries,"PSM, HAZOP, LOPA, Risk assessment","Six Sigma, ISO certification","Baytown, TX",85000,130000,True,2
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Drilling Operations Supervisor,Oversee offshore drilling operations and well completion activities,"Drilling engineering, Well control, Team management","Multiple rig experience, Emergency response",Gulf Of Mexico,120000,180000,False,8
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Entry Level Chemical Engineer,Support refinery operations and process optimization,"Chemical engineering degree, Process simulation, HYSYS","Aspen Plus, Six Sigma Green Belt","Baton Rouge, LA",75000,95000,True,0
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Vice President of Exploration,Lead global exploration strategies and new venture opportunities,"Geology, Business development, Executive leadership","M&A experience, International operations","Irving, TX",300000,500000,False,15
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Supply Chain Analyst,Optimize logistics and supply chain operations for downstream products,"SAP, Data analysis, Supply chain management","Power BI, Six Sigma","Spring, TX",70000,95000,True,2
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Maintenance Supervisor,Coordinate maintenance activities and equipment reliability programs,"Mechanical engineering, Preventive maintenance, Team leadership","API standards, CMMS systems","Joliet, IL",90000,130000,False,5
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Environmental Compliance Specialist,Ensure compliance with environmental regulations and permits,"Environmental regulations, Compliance auditing, Report writing","EPA regulations, ISO 14001","Beaumont, TX",75000,110000,False,3
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Research Scientist,Conduct research on enhanced oil recovery methods and new technologies,"PhD in relevant field, Laboratory experience, Technical writing","Patent experience, Project management","Clinton, NJ",100000,160000,True,5
ExxonMobil Corporation,Energy,Oil & Gas Integrated,Public,"Enterprise (5,000+)",Financial Analyst,Perform financial analysis for upstream projects and investments,"Financial modeling, Excel, Project evaluation","Oil & gas accounting, Bloomberg Terminal","Houston, TX",80000,120000,True,2
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Offshore Wind Project Developer,Lead development of offshore wind projects from site selection through permitting,"Project Management, Environmental Impact Assessment, Stakeholder Management","Marine Engineering, GIS","Boston, MA",95000,145000,True,5
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Wind Turbine Technician,Perform maintenance and repairs on offshore wind turbines,"Mechanical Skills, Safety Training, Working at Heights","Electrical Systems, Rope Access","New London, CT",65000,85000,False,2
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Head of Power Grid Integration,Lead grid connection and power systems integration for offshore wind farms,"Power Systems Engineering, Grid Code Compliance, High Voltage","HVDC Experience, Protection Systems","Providence, RI",160000,220000,True,12
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Marine Operations Manager,Manage vessel operations and logistics for offshore wind construction,"Maritime Operations, Vessel Management, Port Logistics","Dynamic Positioning, Heavy Lift Operations","New Bedford, MA",120000,180000,True,8
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Wind Resource Assessment Analyst,Analyze wind data and perform energy yield assessments,"Wind Analysis Software, Statistical Analysis, Meteorology","CFD Modeling, Python","Boston, MA",75000,95000,True,2
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",VP of Project Development,Lead strategic development of offshore wind portfolio in North America,"Renewable Energy Development, Executive Leadership, Business Development","Legal/Regulatory Knowledge, Government Relations","Boston, MA",250000,400000,True,15
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",HSE Specialist,Ensure compliance with safety regulations and environmental standards,"OSHA Regulations, Safety Management Systems, Risk Assessment","ISO 14001, Incident Investigation","New London, CT",85000,110000,False,5
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Procurement Manager,Manage procurement of major components and services for wind farm projects,"Supply Chain Management, Contract Negotiation, Vendor Management","SAP, Six Sigma","Boston, MA",110000,150000,True,7
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",SCADA Engineer,Develop and maintain wind farm monitoring and control systems,"SCADA Systems, PLC Programming, Network Architecture","Cyber Security, Database Management","Providence, RI",90000,130000,True,4
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Permitting Specialist,Manage environmental permits and regulatory compliance,"Environmental Regulations, Permit Applications, Stakeholder Engagement","GIS, Marine Biology","Boston, MA",80000,110000,False,3
Orsted,Energy,Renewable Energy,Public,"Enterprise (5,000+)",Asset Performance Engineer,Optimize wind farm performance and reliability,"Performance Analysis, Condition Monitoring, Root Cause Analysis","Machine Learning, R Programming","Boston, MA",85000,120000,True,4
Exelon Corporation,Energy,Nuclear Power,Public,"Enterprise (5,000+)",Nuclear Plant Operator,Monitor and operate nuclear reactor and auxiliary equipment,"Reactor Operations, NRC License, Technical Specifications","Bachelor's in Nuclear Engineering, Previous Navy Nuclear experience","Byron, IL",85000,120000,False,3
Exelon Corporation,Energy,Nuclear Power,Public,"Enterprise (5,000+)",Radiation Protection Technician,Monitor radiation levels and ensure safety compliance,"ANSI 3.1 Qualified, Radiation Protection, Dosimetry","NRRPT Certification, Outage Experience","Braidwood, IL",65000,95000,False,2
Exelon Corporation,Energy,Nuclear Power,Public,"Enterprise (5,000+)",Nuclear Engineering Manager,Lead engineering programs and modifications for nuclear systems,"PE License, ASME Code, Project Management","SRO Certification, Six Sigma","Kennett Square, PA",140000,190000,True,10
Westinghouse Electric Company,Energy,Nuclear Power,Private,"Enterprise (5,000+)",Nuclear Fuel Design Engineer,Design and analyze nuclear fuel assemblies,"Nuclear Engineering, MCNP, Thermal Hydraulics","PhD, SCALE Code System","Columbia, SC",95000,145000,True,3
Westinghouse Electric Company,Energy,Nuclear Power,Private,"Enterprise (5,000+)",AP1000 Systems Engineer,Support AP1000 reactor design and modifications,"Nuclear Systems, ASME Section III, PWR Experience","PE License, PRA Experience","Cranberry Township, PA",110000,160000,True,5
Westinghouse Electric Company,Energy,Nuclear Power,Private,"Enterprise (5,000+)",Quality Assurance Specialist,Ensure compliance with NRC regulations and quality standards,"10CFR50 Appendix B, NQA-1, Auditing","ASQ Certification, ISO 9001","Rock Hill, SC",75000,110000,False,4
Peabody Energy,Energy,Coal Mining,Public,"Enterprise (5,000+)",Underground Mining Engineer,Design and plan underground mining operations,"Mining engineering degree, Ventilation planning, Ground control",,Remote/Not Specified,85000,120000,True,3
Peabody Energy,Energy,Coal Mining,Public,"Enterprise (5,000+)",Mine Operations Supervisor,Oversee daily mining operations and crew management,"Mining operations, Team leadership, Safety protocols",,Remote/Not Specified,95000,135000,True,5
Peabody Energy,Energy,Coal Mining,Public,"Enterprise (5,000+)",Environmental Compliance Specialist,Ensure compliance with environmental regulations,"Environmental science, Regulatory knowledge, Monitoring",,Remote/Not Specified,70000,95000,True,2
CONSOL Energy,Energy,Coal Mining,Public,"Enterprise (5,000+)",Longwall Mining Technician,Operate and maintain longwall mining equipment,"Longwall systems, Equipment maintenance, Safety procedures",,Remote/Not Specified,65000,85000,True,1
CONSOL Energy,Energy,Coal Mining,Public,"Enterprise (5,000+)",Mine Geologist,Conduct geological mapping and resource estimation,"Geology, GIS, Resource modeling",,Remote/Not Specified,75000,110000,True,3
NextEra Energy,Energy,Electric Utilities,Public,"Enterprise (5,000+)",Power Plant Operator,"Work as a Power Plant Operator at NextEra Energy, contributing to Energy industry operations and growth.","NERC Certification, Control Room Operations, DCS Systems",,Remote/Not Specified,65000,95000,True,2
NextEra Energy,Energy,Electric Utilities,Public,"Enterprise (5,000+)",Renewable Energy Project Manager,"Work as a Renewable Energy Project Manager at NextEra Energy, contributing to Energy industry operations and growth.","Solar/Wind Project Management, PMP, Energy Markets",,Remote/Not Specified,90000,130000,True,2
NextEra Energy,Energy,Electric Utilities,Public,"Enterprise (5,000+)",Grid Control Center Supervisor,"Work as a Grid Control Center Supervisor at NextEra Energy, contributing to Energy industry operations and growth.","SCADA Systems, Load Forecasting, Emergency Response",,Remote/Not Specified,85000,115000,True,2
NextEra Energy,Energy,Electric Utilities,Public,"Enterprise (5,000+)",Energy Trading Analyst,"Work as a Energy Trading Analyst at NextEra Energy, contributing to Energy industry operations and growth.","Power Markets, Risk Analysis, Python",,Remote/Not Specified,70000,100000,True,2
NextEra Energy,Energy,Electric Utilities,Public,"Enterprise (5,000+)",Substation Engineer,"Work as a Substation Engineer at NextEra Energy, contributing to Energy industry operations and growth.","Power Systems, AutoCAD, Protection & Control",,Remote/Not Specified,80000,120000,True,2
Duke Energy,Energy,Electric & Gas Utilities,Public,"Enterprise (5,000+)",Distribution System Operator,"Work as a Distribution System Operator at Duke Energy, contributing to Energy industry operations and growth.","SCADA, Distribution Networks, Outage Management",,Remote/Not Specified,70000,95000,True,2
Duke Energy,Energy,Electric & Gas Utilities,Public,"Enterprise (5,000+)",Nuclear Engineer,"Work as a Nuclear Engineer at Duke Energy, contributing to Energy industry operations and growth.","Nuclear Systems, Reactor Operations, NRC Regulations",,Remote/Not Specified,90000,140000,True,2
Duke Energy,Energy,Electric & Gas Utilities,Public,"Enterprise (5,000+)",Smart Grid Solutions Architect,"Work as a Smart Grid Solutions Architect at Duke Energy, contributing to Energy industry operations and growth.","AMI Systems, IoT, Network Architecture",,Remote/Not Specified,110000,160000,True,2
Duke Energy,Energy,Electric & Gas Utilities,Public,"Enterprise (5,000+)",Environmental Compliance Specialist,"Work as a Environmental Compliance Specialist at Duke Energy, contributing to Energy industry operations and growth.","Environmental Regulations, Compliance Monitoring, Reporting",,Remote/Not Specified,65000,95000,True,2
Duke Energy,Energy,Electric & Gas Utilities,Public,"Enterprise (5,000+)",Gas Operations Technician,"Work as a Gas Operations Technician at Duke Energy, contributing to Energy industry operations and growth.","Natural Gas Systems, Safety Protocols, Leak Detection",,Remote/Not Specified,55000,80000,True,2
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Distribution System Operator,Monitor and control electricity distribution network operations in real-time,"SCADA systems, Power systems, Grid operations, Emergency response","Renewable integration experience, Python, Data analytics","Syracuse, NY",75000,95000,False,3
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Network Planning Engineer,Develop long-term network investment plans and reinforcement strategies,"Power systems engineering, Load forecasting, Network modeling","PSS/E, DIgSILENT, Project management","Waltham, MA",85000,115000,True,5
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Smart Grid Solutions Architect,Design and implement smart grid technology solutions,"Smart grid technologies, System architecture, IT/OT integration","IoT platforms, Cloud architecture, Cybersecurity","Boston, MA",120000,160000,True,8
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Field Operations Supervisor,Supervise field crews performing maintenance and emergency repairs,"Electrical systems, Crew management, Safety procedures","CDL license, OSHA certifications","Providence, RI",70000,90000,False,5
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Regulatory Affairs Manager,Manage regulatory compliance and rate case preparations,"Utility regulation, Rate design, Policy analysis","Law degree, Financial modeling","Albany, NY",110000,140000,False,7
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",VP Grid Modernization,Lead grid modernization strategy and implementation,"Utility operations, Strategic planning, Innovation management","MBA, Digital transformation","Boston, MA",200000,300000,True,15
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Asset Data Analyst,Analyze asset performance data and maintenance records,"Data analysis, SQL, Asset management systems","Python, R, Tableau","Waltham, MA",65000,85000,False,2
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Customer Solutions Engineer,Design technical solutions for large commercial customers,"Electrical engineering, Customer service, Project management","Energy efficiency, Renewable integration","Brooklyn, NY",80000,100000,False,4
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Control Room Trainee,Learn to monitor and control grid operations under supervision,"Engineering degree, Basic power systems knowledge","SCADA familiarity, Programming basics","Syracuse, NY",55000,65000,False,0
National Grid,Energy,Energy Distribution,Public,"Enterprise (5,000+)",Director of System Operations,Oversee transmission and distribution system operations,"Power systems, Operations management, Emergency response","MBA, Six Sigma","Boston, MA",150000,200000,False,12
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Solar Design Engineer,Design residential and commercial solar PV systems using CAD software and energy modeling tools,"AutoCAD, PVsyst, Electrical Engineering, NEC Code","PE License, NABCEP Certification","Richmond, CA",75000,95000,True,2
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Solar Installation Technician,Install and maintain residential solar systems according to design specifications,"Solar PV Installation, OSHA Safety, Hand Tools","NABCEP Entry Level, Construction Experience",Multiple US Locations,45000,65000,False,0
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Senior Project Developer,Lead commercial and utility-scale solar project development from concept to construction,"Project Management, Financial Modeling, Contract Negotiation","MBA, Real Estate Development","San Jose, CA",120000,160000,True,8
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",VP of Sales,Lead national residential and commercial sales teams to achieve revenue targets,"Sales Leadership, P&L Management, Channel Development","Solar Industry Experience, MBA","San Jose, CA",200000,300000,True,12
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Solar Sales Consultant,Generate and close residential solar sales through consultative selling approach,"Sales, CRM Software, Energy Analysis","Solar Technology Knowledge, Spanish Language",Multiple US Locations,50000,100000,False,1
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Operations Manager,Manage regional installation teams and coordinate project logistics,"Team Management, Project Planning, Safety Compliance","PMP, Six Sigma","Denver, CO",85000,110000,False,5
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Product Marketing Manager,Develop and execute go-to-market strategies for solar products and services,"Product Marketing, Market Research, Content Strategy","Solar Industry Experience, Technical Writing","San Jose, CA",95000,125000,True,4
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Solar Performance Analyst,Monitor and analyze solar system performance data to optimize energy production,"Data Analysis, Python, SQL","Machine Learning, Energy Management Systems","Richmond, CA",70000,90000,True,2
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Director of Engineering,Lead engineering team in development of solar technology and system designs,"Engineering Management, Product Development, Team Leadership","PhD in Engineering, Patents","Richmond, CA",160000,200000,True,10
SunPower Corporation,Energy,Solar Power,Public,"Enterprise (5,000+)",Permit Specialist,Process and obtain permits for solar installations across multiple jurisdictions,"Permit Processing, Building Codes, Document Management","CAD Experience, Construction Management",Multiple US Locations,45000,65000,False,1
Vestas Wind Systems,Energy,Wind Power,Public,"Enterprise (5,000+)",Wind Turbine Service Technician,Perform maintenance and repairs on wind turbines,"Mechanical skills, Safety training, Height work, Electrical systems",,Remote/Not Specified,45000,75000,True,1
Vestas Wind Systems,Energy,Wind Power,Public,"Enterprise (5,000+)",Wind Farm Project Manager,Oversee wind farm construction and commissioning,"Project management, Engineering, Budget management",,Remote/Not Specified,85000,130000,True,5
Vestas Wind Systems,Energy,Wind Power,Public,"Enterprise (5,000+)",Blade Design Engineer,Design and optimize wind turbine blades,"CAD, Aerodynamics, Composite materials",,Remote/Not Specified,75000,115000,True,3
Brookfield Renewable,Energy,Hydroelectric Power,Public,"Enterprise (5,000+)",Hydroelectric Plant Operator,Monitor and control hydroelectric generation equipment,"SCADA systems, Power plant operations, Safety protocols",,Remote/Not Specified,65000,85000,True,2
Brookfield Renewable,Energy,Hydroelectric Power,Public,"Enterprise (5,000+)",Hydro Civil Engineer,Design and maintain hydroelectric structures and systems,"Civil engineering, AutoCAD, Structural analysis",,Remote/Not Specified,85000,120000,True,5
Brookfield Renewable,Energy,Hydroelectric Power,Public,"Enterprise (5,000+)",Power Systems Engineer,Manage electrical systems and grid connections,"Power systems, Grid operations, Protection systems",,Remote/Not Specified,90000,130000,True,5
BC Hydro,Energy,Hydroelectric Power,Public,"Enterprise (5,000+)",Dam Safety Engineer,Ensure structural integrity and safety of hydroelectric dams,"Civil engineering, Risk assessment, Safety protocols",,Remote/Not Specified,95000,140000,True,8
BC Hydro,Energy,Hydroelectric Power,Public,"Enterprise (5,000+)",Generation Resource Planner,Optimize hydroelectric generation resources,"Power systems, Resource planning, Data analysis",,Remote/Not Specified,80000,110000,True,4
Tesla Energy,Energy,Energy Storage,Public,"Enterprise (5,000+)",Energy Storage Project Engineer,Design and implement utility-scale battery storage systems,"Electrical Engineering, Power Systems, AutoCAD","Python, Energy Management Systems","Fremont, CA",95000,140000,True,3
Tesla Energy,Energy,Energy Storage,Public,"Enterprise (5,000+)",Battery Systems Engineer,Develop next-generation battery technologies,"Battery Chemistry, Cell Design, Testing","Materials Science, Manufacturing","Palo Alto, CA",120000,180000,True,5
Tesla Energy,Energy,Energy Storage,Public,"Enterprise (5,000+)",Energy Storage Sales Manager,Drive commercial and utility energy storage sales,"Sales, Energy Industry, Account Management","Technical Background, Utility Relations",Multiple US Locations,130000,200000,False,7
Fluence Energy,Energy,Energy Storage,Public,"Enterprise (5,000+)",Senior Product Manager - Storage Platform,Lead product strategy for energy storage solutions,"Product Management, Energy Storage, Market Analysis","Technical Background, UX Design","Arlington, VA",140000,190000,True,8
Fluence Energy,Energy,Energy Storage,Public,"Enterprise (5,000+)",Energy Storage Deployment Engineer,Manage installation of utility-scale storage systems,"Project Management, Electrical Systems, Site Planning","Construction Management, Safety Standards",Multiple US Locations,85000,130000,False,2
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Land Acquisition Manager,"Source and evaluate land acquisition opportunities, conduct due diligence, negotiate deals","Real estate analysis, Financial modeling, Due diligence, Negotiation","JD or MBA, Local market knowledge","Horsham, PA",120000,180000,False,7
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Project Manager - Construction,Oversee residential construction projects from groundbreaking to completion,"Construction management, Budget management, Contractor coordination","PMP certification, OSHA certification",Multiple Locations,85000,130000,False,5
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Sales Consultant,Guide prospective homebuyers through the sales process,"Real estate license, Sales experience, CRM systems","Interior design knowledge, Mortgage lending knowledge",Multiple Locations,60000,120000,False,2
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Regional Vice President,Lead overall operations for a geographic region,"P&L management, Team leadership, Strategic planning","MBA, Public company experience",Multiple Locations,250000,400000,False,15
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Architectural Designer,Create and modify home designs and floor plans,"AutoCAD, Revit, Building codes knowledge","3D rendering, LEED certification","Horsham, PA",70000,100000,True,3
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Construction Superintendent,Supervise on-site construction activities and subcontractors,"Construction supervision, Schedule management, Safety compliance","Bilingual Spanish, First aid certification",Multiple Locations,75000,110000,False,5
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Design Studio Consultant,Assist homebuyers with interior selections and upgrades,"Interior design, Customer service, Sales","CAD software, Photography",Multiple Locations,55000,85000,False,2
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Director of Land Development,Lead land development strategy and execution,"Land development, Entitlements, Project management","Civil engineering degree, Environmental regulations",Multiple Locations,150000,225000,False,10
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Purchasing Manager,Manage material and subcontractor procurement,"Contract negotiation, Vendor management, Cost analysis","Supply chain certification, Construction background",Multiple Locations,90000,130000,False,5
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Marketing Coordinator,Support marketing initiatives for new communities,"Digital marketing, Project coordination, Adobe Creative Suite","Video editing, Real estate marketing","Horsham, PA",45000,65000,False,1
Toll Brothers,Real Estate,Residential Development,Public,"Enterprise (5,000+)",Warranty Service Manager,Manage post-closing warranty service operations,"Customer service, Construction knowledge, Team management","Home inspection certification, Conflict resolution",Multiple Locations,65000,95000,False,4
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Facilities Manager,"Oversee daily operations of commercial facilities including maintenance, security, and vendor management","Building Operations, Vendor Management, HVAC Systems, Building Management Systems","LEED Certification, Energy Management",Multiple US Locations,65000,95000,False,5
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Senior Director of Engineering,Lead engineering strategy and operations across multiple properties,"Mechanical Engineering, Team Leadership, Capital Planning","PE License, MBA",Major Metros,150000,200000,True,12
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Building Engineer,"Maintain building systems including HVAC, electrical, and plumbing","HVAC, Building Automation, Preventive Maintenance","EPA Certification, Energy Management Systems",Multiple US Locations,55000,85000,False,3
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",VP of Facilities Management,Oversee facilities management operations for regional portfolio,"P&L Management, Client Relations, Team Leadership","MBA, IFMA Certification",Multiple Locations,180000,250000,True,15
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Facilities Coordinator,"Coordinate maintenance requests, vendor scheduling, and facility operations support","Microsoft Office, Customer Service, Organization","Facilities Management Software, Project Coordination",Multiple US Locations,40000,55000,False,1
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Energy Manager,Develop and implement energy conservation strategies across properties,"Energy Analysis, Building Systems, Sustainability","CEM Certification, LEED AP",Major Metros,85000,120000,True,5
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Maintenance Technician,Perform preventive maintenance and repairs on building systems,"General Maintenance, Hand Tools, Basic HVAC","EPA Certification, Electrical License",Multiple US Locations,35000,55000,False,1
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Client Solutions Director,"Develop and maintain client relationships, identify new business opportunities","Sales, Account Management, Contract Negotiation","Real Estate License, LEED Knowledge",Multiple Locations,120000,180000,True,8
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Operations Analyst,Analyze operational data and prepare reports for management,"Data Analysis, Excel, Report Writing","SQL, Tableau",Multiple US Locations,50000,70000,False,2
CBRE Group,Real Estate,Facilities Management,Public,"Enterprise (5,000+)",Security Manager,Manage security personnel and systems for facilities,"Security Operations, Staff Management, Emergency Response","CPP Certification, First Aid",Multiple US Locations,65000,90000,False,5
Greystar,Real Estate,Property Management,Private,"Enterprise (5,000+)",Property Manager,"Oversee daily operations of residential properties, manage staff, handle resident relations","Property management, Staff supervision, Budget management",,Remote/Not Specified,55000,75000,True,3
Greystar,Real Estate,Property Management,Private,"Enterprise (5,000+)",Leasing Consultant,"Show apartments, process applications, conduct tours","Sales, Customer service, CRM software",,Remote/Not Specified,35000,45000,True,0
Greystar,Real Estate,Property Management,Private,"Enterprise (5,000+)",Maintenance Technician,Perform repairs and maintenance on residential properties,"HVAC, Plumbing, Electrical",,Remote/Not Specified,40000,55000,True,1
Greystar,Real Estate,Property Management,Private,"Enterprise (5,000+)",Regional Manager,Oversee multiple properties in geographic region,"Multi-site management, P&L responsibility, Team leadership",,Remote/Not Specified,85000,120000,True,7
Greystar,Real Estate,Property Management,Private,"Enterprise (5,000+)",VP of Operations,Direct property operations across portfolio,"Strategic planning, Revenue management, Asset management",,Remote/Not Specified,150000,250000,True,12
Lennar Corporation,Real Estate,Construction & Development,Public,"Enterprise (5,000+)",Construction Project Manager,Oversee residential construction projects from groundbreaking to completion,"Project Management, Blueprint Reading, Budget Management, Scheduling","PMP Certification, OSHA 30",Multiple US Locations,85000,130000,False,5
